RelativeWeek,Intensity
1,1.6347976297671
2,2.18877480016466
3,1.18119017642705
4,1.36916731930991
5,4.12048016308081
6,5.1823068320323
7,11.1284373845621
8,4.72616903228914
9,7.78691218424879
10,13.8181157756822
11,9.66786520831578
12,10.0365510398551
13,8.90030944957471
14,3.76787884113074
15,1.54978953898284
16,2.42826369926985
17,1.81192462189268
18,6.85557111441953
19,4.1171969872133
20,3.12561242191543
21,0.903062551828621
22,2.01462515114023
23,1.89726282752195
24,1.01803683400173
25,2.8451029867021
26,2.37744678362974
27,0.59222069236181
28,1.78442487339957
29,3.47177356640883
30,1.73059954115066
31,1.63449430764854
32,1.46013649111952
33,3.80310176469255
