RelativeWeek,Intensity
1,33.9895029048133
2,37.3931303855067
3,34.137082223418
4,36.2643409434674
5,30.9258986391996
6,37.2042197826599
7,34.3290594748015
8,37.1936945856176
9,44.0296413044836
10,50.2279650112503
11,67.9906249677791
12,60.3934141239176
13,67.4006719230815
14,86.7050079853078
15,84.2188551812535
16,113.955496015534
17,119.795545076282
18,114.739367342323
19,108.681184497006
20,138.773994820709
21,119.414459634685
22,113.084905542243
23,82.2329163358871
24,69.488290873602
25,60.9243913372674
26,45.5215678858237
27,45.4557796415627
28,39.4304740791242
29,30.9014635788334
30,27.9289244321578
31,19.1010725017413
32,20.6506070866981
33,19.1719948727823
