RelativeWeek,Intensity
1,2.06074528611041
2,0.512731080034328
3,9.09807782292035
4,4.14894489913344
5,3.06517381754632
6,2.28237745562622
7,3.60101200350192
8,3.95032242407787
9,8.41537361808238
10,9.03822394658119
11,13.3664702892192
12,12.2671682058823
13,32.6179915195607
14,33.5889499364453
15,44.2537254477562
16,62.8674325864818
17,61.8349443060118
18,68.0948084897751
19,48.7606727182256
20,46.1641269512258
21,37.8801025458426
22,23.4102036740127
23,24.1771774807231
24,9.62581931348103
25,8.48288427612627
26,2.22725424927255
27,2.20748594995948
28,3.07371242549188
29,0.991144237643169
30,0.744030266327099
31,0.818169596970435
32,0.320918209955236
33,0
