RelativeWeek,Intensity
1,18.178552475787
2,17.0513941031102
3,19.6091395967326
4,15.0603013160168
5,22.7431723777467
6,18.2925552456971
7,18.2387794991652
8,17.8119110044982
9,16.9862597060441
10,19.5413003126591
11,18.9234009500255
12,18.7938890702414
13,19.2406684526718
14,20.6361029342651
15,16.3215336502997
16,19.2966133801222
17,19.4898093994381
18,17.9754956343027
19,17.7054772948131
20,20.5972292053165
21,18.5511160211302
22,18.3456191366329
23,21.9199874874968
24,19.0075161803818
25,19.6471575938558
26,18.1919525783845
27,15.3720430376081
28,13.3943185304628
29,13.1623184839249
30,12.6765869369039
31,12.1381864087288
32,14.1858385783577
33,12.2177606826803
