RelativeWeek,Intensity
1,60.0751999225562
2,44.0527151180532
3,58.2095974434286
4,62.6594166597287
5,64.0281925690102
6,59.2171658716237
7,49.832301929969
8,46.9255224549968
9,54.4140983848462
10,63.5203452654677
11,68.97574565174
12,94.8963247058033
13,126.576182608003
14,176.92408949462
15,211.547164674188
16,193.134487105665
17,169.667697936346
18,134.396594501555
19,108.145257872613
20,83.2262438518797
21,68.5641799412099
22,51.8265282646699
23,52.9804038501462
24,48.6927736241818
25,39.2112779313074
26,37.6930834625198
27,36.6391837292713
28,29.0401148777266
29,39.1603362162794
30,32.9910888409824
31,42.4715849546712
32,45.1817320043272
33,40.6126077680186
