RelativeWeek,Intensity
1,2.73308041398227
2,2.78821250301851
3,3.95440992472165
4,3.42202195059224
5,3.47196609550879
6,4.22798877563182
7,4.65407582215361
8,4.84912534158219
9,5.69166386700488
10,7.46135076467596
11,10.1686096089346
12,14.3494986239692
13,21.8535825492695
14,31.2857307126313
15,37.3010025401305
16,46.784730672528
17,50.31979550035
18,35.0518260225212
19,29.8354617997019
20,24.9770718345254
21,19.0068115033793
22,13.6915708708711
23,10.4478782389534
24,12.7549374826152
25,8.95840710662744
26,7.72366266571757
27,5.38297773163235
28,5.03258472273728
29,3.46536589260537
30,2.82182090984708
31,2.16850676324061
32,1.72702974552062
33,1.91894889696839
