RelativeWeek,Intensity
1,0
2,0.245309836349218
3,0.306927157477067
4,0.149879669321048
5,0.306927157477067
6,0.858228648049398
7,0.675824106950617
8,0.457408916724295
9,0.957867179656753
10,1.7816705435782
11,3.56351341127985
12,6.42845969955858
13,4.79434106423944
14,9.25446236524384
15,34.9137087624353
16,71.1947032204424
17,167.272550016799
18,279.666316154726
19,274.115842724401
20,279.855778137832
21,214.429451797365
22,195.325637781314
23,148.024792934545
24,107.302549206599
25,76.3953876163234
26,44.7737247695699
27,31.1478148690333
28,15.5331899026978
29,5.22543999395703
30,4.37165991582048
31,1.73517649776731
32,0.966163192066616
33,0
