RelativeWeek,Intensity
1,1.59490999738296
2,2.09547351608737
3,2.53491405801885
4,2.05326038474624
5,2.15917369922809
6,3.23390024582247
7,3.15679831254922
8,4.36014761974578
9,4.68254772793114
10,2.86711083852543
11,4.11794153109622
12,6.34188277537444
13,10.033055704817
14,15.5284356256996
15,25.6725290754217
16,27.0242127747499
17,38.6931894545545
18,57.6036707308304
19,81.5003907672189
20,116.650336541912
21,113.62787004203
22,132.278020597942
23,139.603249372104
24,158.844747051858
25,102.971536600768
26,71.2989397307884
27,69.2533430751343
28,60.219350736158
29,44.569656728618
30,32.812701287089
31,21.5076006227689
32,17.646849207228
33,15.0321384182574
