RelativeWeek,Intensity
1,1.43345526668033
2,2.47592514902997
3,3.2243039816375
4,3.20316440985723
5,3.06056819893782
6,3.42535527381922
7,3.09768014684185
8,2.50049248990599
9,3.46342231204701
10,3.85488530555204
11,4.23608280255791
12,3.96477987239924
13,4.90469614240392
14,8.32201191438163
15,14.491653664381
16,23.6837175655368
17,40.4261730780387
18,65.882336581355
19,92.653938126938
20,103.519986984283
21,83.6365568025751
22,65.892358714457
23,48.2021611870949
24,28.9671521276941
25,21.6986646135748
26,11.7643869177822
27,7.8499267670739
28,5.11460783052479
29,3.35252673246625
30,1.97617988825368
31,1.12886187955098
32,0.821194390852603
33,1.21922140728405
