RelativeWeek,Intensity
1,22.2364929706463
2,22.0916340121144
3,25.6758549854055
4,23.7457445356093
5,24.6739781903511
6,35.5884787385729
7,35.4562317804421
8,46.6019615930012
9,53.0872940822257
10,64.8777023535013
11,95.1664684490095
12,108.962798205738
13,170.810757982899
14,207.632669892278
15,246.211000830068
16,250.848170538884
17,227.043685006512
18,161.205321809026
19,99.2669307422276
20,69.9993069646844
21,53.8621577113077
22,38.6047937474566
23,34.0406203360311
24,28.2659047728478
25,28.2088338850302
26,23.5106016332568
27,21.230933736832
28,10.5564531769704
29,4.56430823736719
30,25.8313228179736
31,23.9344987670952
32,22.7896244618128
