ReportingCountryMnemonic,NominatorType,AbsoluteWeek,RelativeWeek,IntensityLower,Intensity,IntensityUpper
CZ,ILI,W40,1,14.3543810719106,15.4070663083148,16.5369507079147
CZ,ILI,W41,2,15.7911598366204,17.0805765067333,18.4752796387886
CZ,ILI,W42,3,13.4370870482302,16.2183810767365,19.5753650926069
CZ,ILI,W43,4,12.1415723974947,15.7068301526886,20.3189920851037
CZ,ILI,W44,5,13.705496310547,16.1943182696714,19.1350928326174
CZ,ILI,W45,6,13.8414703070221,16.0738103883794,18.6661803024277
CZ,ILI,W46,7,13.392021745876,15.4920686678763,17.9214308462502
CZ,ILI,W47,8,15.4799292920889,17.558245247011,19.915593303888
CZ,ILI,W48,9,15.1552786378659,18.744369986936,23.1834342741338
CZ,ILI,W49,10,17.9665568919709,21.4419442902733,25.5895983694374
CZ,ILI,W50,11,19.258790842758,24.0548154800242,30.0451961134205
CZ,ILI,W51,12,16.9882898411021,22.0840237938863,28.7082520660184
CZ,ILI,W52,13,14.8370909861295,18.089273567239,22.0543109492497
CZ,ILI,W01,14,19.2467842433742,21.2049790328228,23.3624033031517
CZ,ILI,W02,15,13.9893865731258,21.8603168107276,34.15971447836
CZ,ILI,W03,16,22.9107894585307,32.6542362493744,46.5413532327201
CZ,ILI,W04,17,36.9505256617937,58.0958947312763,91.341947757928
CZ,ILI,W05,18,48.5041631342442,88.0691680786235,159.907477314765
CZ,ILI,W06,19,86.9524123250251,144.589330284386,240.431218330564
CZ,ILI,W07,20,121.375436376315,179.75084043547,266.20184117882
CZ,ILI,W08,21,139.033912521574,192.561420106024,266.696806849156
CZ,ILI,W09,22,126.36226693183,184.245142792913,268.64247901705
CZ,ILI,W10,23,104.299983281445,152.2775134532,222.324494922662
CZ,ILI,W11,24,78.9914578886162,114.380296244252,165.623632208064
CZ,ILI,W12,25,57.7331563662323,75.7074883458056,99.277852665313
CZ,ILI,W13,26,42.562826756394,53.270771824824,66.6726189746351
CZ,ILI,W14,27,30.0923213287287,37.0085115998636,45.5142664427711
CZ,ILI,W15,28,20.6341009824365,26.5886933816157,34.2616630762508
CZ,ILI,W16,29,14.7307253910662,19.0146555867723,24.5444210984239
CZ,ILI,W17,30,11.8177066857429,15.3860987113395,20.0319774259318
CZ,ILI,W18,31,9.24249525219186,12.1066271727921,15.8583172078157
CZ,ILI,W19,32,8.57512376663795,11.7353860582592,16.0603263211418
CZ,ILI,W20,33,7.19944552889899,9.83414021942047,13.433022510834
