RelativeWeek,Intensity
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0.0966343885070127
9,0.17633512030073
10,0
11,0.0979746530272341
12,0.300041510261579
13,0.473844949367475
14,1.53662662135224
15,4.10226458638843
16,6.38253239528033
17,12.5471571415855
18,12.2667844328743
19,12.7331668805101
20,11.0351431296277
21,5.96659163814214
22,5.05428764851682
23,3.5105034085803
24,2.30044634169341
25,2.63324561969316
26,1.46231355718372
27,1.17027203192848
28,0.861331726981396
29,0.452304669073439
30,0.658061961900206
31,0.881415741910442
32,0.926751567597114
33,0.973378460678021
