RelativeWeek,Intensity
1,15.4454919731885
2,15.3896967057091
3,17.7714240474396
4,19.9217741437559
5,21.2081779623184
6,26.7500899225642
7,24.6792702632184
8,29.7733632689371
9,37.6035328949746
10,48.6131594821759
11,44.937925493542
12,49.7067900251041
13,46.7893639648525
14,66.4605537364365
15,115.927854726388
16,184.491338479892
17,331.892942725873
18,480.631562623267
19,659.804676501019
20,711.636006750756
21,664.717891839237
22,493.872569993971
23,348.353710886066
24,218.960851005409
25,124.529463146039
26,62.2673655302355
27,30.0889737546697
28,18.0526314651053
29,11.2938269774986
30,5.17596471724979
31,8.02200158731113
32,6.02642708626036
33,6.84766396363342
