RelativeWeek,Intensity
1,0.0120499893019199
2,0.0806322782127169
3,0.0143063239642764
4,0.0476698053177325
5,0.0457378416660559
6,0.037832885482368
7,0.0617211027110622
8,0.0977558682514228
9,0.335023831232423
10,0.642359324672286
11,1.38041263072691
12,2.57906236396901
13,6.92149020672779
14,12.4510575526792
15,33.0536311994927
16,55.4462631429259
17,74.8126714141959
18,100.24300283647
19,95.495514855945
20,101.889069860495
21,69.5985167586252
22,39.3191471979845
23,28.2941020656121
24,16.3200725383153
25,8.99545590873918
26,4.53966369332417
27,1.7864800858126
28,2.49218979400524
29,0.969622801014598
30,0.793054774727669
31,0.696749456821423
32,0.40684241888181
33,0.0815428142155898
