RelativeWeek,Intensity
1,0.423578663689892
2,0.664531210172894
3,0.916644514603236
4,0.879603207680517
5,0.934016137237425
6,1.42247686198672
7,0.802543142013251
8,0.866404229478513
9,0.873628263553246
10,0.563779220034661
11,0.841617424525746
12,0.628713878339173
13,0.837064556941091
14,2.96407649964083
15,3.24864255811131
16,4.90296487396616
17,8.52148292273228
18,8.24727477679897
19,5.79833714087735
20,6.52406452524894
21,3.80191171823875
22,3.10472428998466
23,2.28671364488199
24,1.75886595524076
25,1.61949757416601
26,1.60191404521676
27,1.1783548452041
28,1.1223771217628
29,0.509080209164806
30,0.376882188172567
31,0.273493282010671
32,0.294020260723416
33,0.216818767683687
