RelativeWeek,Intensity
1,44.0682533594691
2,48.2262828090352
3,51.3074764983177
4,49.4706722423316
5,46.4081680655069
6,50.0531184721185
7,46.5377098155778
8,54.9491217667087
9,95.0627350096464
10,108.377081233517
11,133.117811848249
12,123.33687316511
13,96.1776503424646
14,91.0905043051066
15,87.1186679091309
16,104.062115586104
17,95.1119243597328
18,92.0654595622784
19,87.4034889544402
20,81.5672401552134
21,61.6695083855481
22,60.9222924706047
23,75.3203488758517
24,71.0166402329292
25,64.8431459740183
26,52.3106279643113
27,54.9070645084686
28,53.6802866915974
29,50.8266620642638
30,47.4636948668741
31,41.4311619450116
32,40.7691125895897
33,40.0790596693727
