"date","value"
2022-07-09 16:30:00,7.76
2022-07-16 16:30:00,7.33
2022-07-23 16:30:00,6.69
2022-07-30 16:30:00,5.38
2022-08-06 16:30:00,5.64
2022-08-13 16:30:00,4.2
2022-08-20 16:30:00,4.38
2022-08-27 16:30:00,4.51
2022-09-03 16:30:00,3.17
2022-09-10 16:30:00,2.77
2022-09-17 16:30:00,1.89
2022-09-24 16:30:00,2.68
2022-10-01 16:30:00,2.78
2022-10-08 15:30:00,2.1
