recordid,recordtype,countrycode,yearweek,survtype,indicator,age,value,denominator,validFrom
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,0-4,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,5-14,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,15-64,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,65+,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,unk,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ARIcases,total,0,0,-
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,0-4,5,1299,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,5-14,3,2550,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,15-64,157,15114,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,65+,1,4374,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,unk,0,0,2021-10-13 18:01:00
304674982,INFLCLIN,AT,2021-W40,STL,ILIcases,total,166,23337,-
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,0-4,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,5-14,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,15-64,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,65+,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,unk,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ARIcases,total,0,0,-
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,0-4,4,1299,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,5-14,11,2550,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,15-64,278,14225,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,65+,10,4116,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,unk,0,0,2021-10-20 17:54:00
306371412,INFLCLIN,AT,2021-W41,STL,ILIcases,total,303,22190,-
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,0-4,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,5-14,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,15-64,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,65+,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,unk,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ARIcases,total,0,0,-
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,0-4,75,2597,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,5-14,95,5100,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,15-64,458,24004,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,65+,25,6946,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,unk,0,0,2021-10-27 14:52:00
309990775,INFLCLIN,AT,2021-W42,STL,ILIcases,total,653,38647,-
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,0-4,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,5-14,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,15-64,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,65+,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,unk,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ARIcases,total,0,0,-
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,0-4,15,1299,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,5-14,23,2550,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,15-64,283,13336,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,65+,7,3859,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,unk,0,0,2021-11-03 18:49:00
311568764,INFLCLIN,AT,2021-W43,STL,ILIcases,total,328,21044,-
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,0-4,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,5-14,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,15-64,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,65+,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,unk,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ARIcases,total,0,0,-
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,0-4,29,1948,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,5-14,44,3825,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,15-64,391,23115,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,65+,30,6689,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,unk,0,0,2021-11-10 17:21:00
316468727,INFLCLIN,AT,2021-W44,STL,ILIcases,total,494,35577,-
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,0-4,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,5-14,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,15-64,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,65+,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,unk,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ARIcases,total,0,0,-
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,0-4,42,3896,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,5-14,40,7650,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,15-64,362,21337,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,65+,9,6175,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,unk,0,0,2021-11-17 16:47:00
319238315,INFLCLIN,AT,2021-W45,STL,ILIcases,total,453,39058,-
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,0-4,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,5-14,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,15-64,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,65+,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,unk,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ARIcases,total,0,0,-
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,0-4,36,3247,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,5-14,45,6375,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,15-64,363,22226,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,65+,23,6432,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,unk,0,0,2021-11-24 15:30:00
321624368,INFLCLIN,AT,2021-W46,STL,ILIcases,total,467,38280,-
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,0-4,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,5-14,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,15-64,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,65+,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,unk,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ARIcases,total,0,0,-
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,0-4,83,3896,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,5-14,10,7650,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,15-64,310,21337,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,65+,14,6175,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,unk,0,0,2021-12-01 16:07:00
324799690,INFLCLIN,AT,2021-W47,STL,ILIcases,total,417,39058,-
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,0-4,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,5-14,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,15-64,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,65+,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,unk,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ARIcases,total,0,0,-
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,0-4,48,3896,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,5-14,14,7650,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,15-64,242,20448,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,65+,24,5917,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,unk,0,0,2021-12-13 17:09:00
328359659,INFLCLIN,AT,2021-W48,STL,ILIcases,total,328,37911,-
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,0-4,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,5-14,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,15-64,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,65+,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,unk,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ARIcases,total,0,0,-
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,0-4,35,3896,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,5-14,20,7650,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,15-64,220,23115,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,65+,29,6689,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,unk,0,0,2021-12-15 14:15:00
330904843,INFLCLIN,AT,2021-W49,STL,ILIcases,total,304,41350,-
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,0-4,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,5-14,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,15-64,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,65+,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,unk,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ARIcases,total,0,0,-
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,0-4,28,3247,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,5-14,27,6375,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,15-64,351,18670,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,65+,189,5403,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,unk,0,0,2021-12-22 14:43:00
334426818,INFLCLIN,AT,2021-W50,STL,ILIcases,total,595,33695,-
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,0-4,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,5-14,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,15-64,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,65+,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,unk,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ARIcases,total,0,0,-
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,0-4,3,2597,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,5-14,3,5100,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,15-64,106,12447,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,65+,11,3602,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,unk,0,0,2021-12-29 12:34:00
337397014,INFLCLIN,AT,2021-W51,STL,ILIcases,total,123,23746,-
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,0-4,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,5-14,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,15-64,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,65+,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,unk,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ARIcases,total,0,0,-
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,0-4,4,1299,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,5-14,2,2550,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,15-64,91,9780,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,65+,12,2830,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,unk,0,0,2022-01-12 11:14:00
344848966,INFLCLIN,AT,2021-W52,STL,ILIcases,total,109,16459,-
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,0-4,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,5-14,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,15-64,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,65+,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,unk,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ARIcases,total,0,0,-
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,0-4,23,2597,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,5-14,5,5100,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,15-64,211,13336,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,65+,27,3859,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,unk,0,0,2022-01-12 11:08:00
344848964,INFLCLIN,AT,2022-W01,STL,ILIcases,total,266,24892,-
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,0-4,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,5-14,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,15-64,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,65+,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,unk,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ARIcases,total,0,0,-
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,0-4,18,3247,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,5-14,21,6375,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,15-64,333,20448,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,65+,32,5917,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,unk,0,0,2022-01-19 14:48:00
349692894,INFLCLIN,AT,2022-W02,STL,ILIcases,total,404,35987,-
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,0-4,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,5-14,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,15-64,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,65+,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,unk,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ARIcases,total,0,0,-
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,0-4,25,3896,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,5-14,20,7650,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,15-64,270,18670,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,65+,40,5403,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,unk,0,0,2022-01-26 15:51:00
354717050,INFLCLIN,AT,2022-W03,STL,ILIcases,total,355,35619,-
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,0-4,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,5-14,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,15-64,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,65+,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,unk,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ARIcases,total,0,0,-
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,0-4,12,3247,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,5-14,24,6375,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,15-64,330,19559,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,65+,27,5660,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,unk,0,0,2022-02-02 13:33:00
362020510,INFLCLIN,AT,2022-W04,STL,ILIcases,total,393,34841,-
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,0-4,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,5-14,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,15-64,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,65+,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,unk,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ARIcases,total,0,0,-
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,0-4,11,1948,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,5-14,31,3825,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,15-64,339,20448,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,65+,24,5917,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,unk,0,0,2022-02-09 15:05:00
371464624,INFLCLIN,AT,2022-W05,STL,ILIcases,total,405,32138,-
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,0-4,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,5-14,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,15-64,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,65+,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,unk,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ARIcases,total,0,0,-
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,0-4,22,3247,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,5-14,29,6375,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,15-64,252,16892,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,65+,28,4888,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,unk,0,0,2022-02-16 15:09:00
376639161,INFLCLIN,AT,2022-W06,STL,ILIcases,total,331,31402,-
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,0-4,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,5-14,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,15-64,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,65+,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,unk,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ARIcases,total,0,0,-
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,0-4,3,3247,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,5-14,35,6375,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,15-64,299,20448,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,65+,38,5917,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,unk,0,0,2022-02-24 15:23:00
386647706,INFLCLIN,AT,2022-W07,STL,ILIcases,total,375,35987,-
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,0-4,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,5-14,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,15-64,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,65+,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,unk,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ARIcases,total,0,0,-
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,0-4,3,2597,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,5-14,6,5100,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,15-64,187,15114,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,65+,10,4374,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,unk,0,0,2022-03-02 14:02:00
394451910,INFLCLIN,AT,2022-W08,STL,ILIcases,total,206,27185,-
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,0-4,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,5-14,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,15-64,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,65+,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,unk,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ARIcases,total,0,0,-
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,0-4,21,3896,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,5-14,21,7650,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,15-64,269,16892,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,65+,21,4888,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,unk,0,0,2022-03-09 15:14:00
401504976,INFLCLIN,AT,2022-W09,STL,ILIcases,total,332,33326,-
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,0-4,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,5-14,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,15-64,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,65+,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,unk,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ARIcases,total,0,0,-
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,0-4,25,3247,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,5-14,29,6375,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,15-64,331,18670,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,65+,41,5403,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,unk,0,0,2022-03-23 12:02:00
416883143,INFLCLIN,AT,2022-W11,STL,ILIcases,total,426,33695,-
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,0-4,0,0,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,5-14,0,0,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,15-64,0,0,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,65+,0,0,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,unk,0,0,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ARIcases,total,0,0,-
427625269,INFLCLIN,AT,2022-W12,STL,ILIcases,0-4,49,3896,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ILIcases,5-14,42,7650,2022-03-30 13:59:00
427625269,INFLCLIN,AT,2022-W12,STL,ILIcases,15-64,379,19559,2022-03-30 13:59:00
