recordid,recordtype,countrycode,yearweek,survtype,indicator,age,value,denominator,validFrom
452573620,INFLCLIN,IT,2022-W03,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ARIcases,total,0,0,-
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,0-4,751,92297,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,5-14,1024,216688,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,15-64,4758,945885,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,65+,914,380840,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573620,INFLCLIN,IT,2022-W03,STL,ILIcases,total,7447,1635710,-
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ARIcases,total,0,0,-
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,0-4,732,91701,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,5-14,926,215193,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,15-64,3735,932231,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,65+,729,377035,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573621,INFLCLIN,IT,2022-W04,STL,ILIcases,total,6122,1616160,-
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ARIcases,total,0,0,-
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,0-4,652,89188,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,5-14,802,210099,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,15-64,3098,921739,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,65+,571,371815,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573622,INFLCLIN,IT,2022-W05,STL,ILIcases,total,5123,1592841,-
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ARIcases,total,0,0,-
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,0-4,657,88831,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,5-14,687,209442,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,15-64,2533,916907,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,65+,545,369471,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573623,INFLCLIN,IT,2022-W06,STL,ILIcases,total,4422,1584651,-
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ARIcases,total,0,0,-
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,0-4,738,87171,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,5-14,669,205560,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,15-64,2267,909728,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,65+,497,366680,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573624,INFLCLIN,IT,2022-W07,STL,ILIcases,total,4171,1569139,-
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ARIcases,total,0,0,-
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,0-4,775,87149,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,5-14,751,206049,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,15-64,2271,899514,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,65+,525,362978,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573625,INFLCLIN,IT,2022-W08,STL,ILIcases,total,4322,1555690,-
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ARIcases,total,0,0,-
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,0-4,819,86405,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,5-14,829,203828,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,15-64,2518,891614,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,65+,501,360326,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573626,INFLCLIN,IT,2022-W09,STL,ILIcases,total,4667,1542173,-
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ARIcases,total,0,0,-
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,0-4,960,86219,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,5-14,1088,203563,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,15-64,3246,882565,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,65+,609,355697,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573627,INFLCLIN,IT,2022-W10,STL,ILIcases,total,5903,1528044,-
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ARIcases,total,0,0,-
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,0-4,1145,84638,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,5-14,1313,200263,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,15-64,3849,865407,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,65+,685,348666,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573628,INFLCLIN,IT,2022-W11,STL,ILIcases,total,6992,1498974,-
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ARIcases,total,0,0,-
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,0-4,1311,83878,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,5-14,1540,198488,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,15-64,3916,849497,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,65+,763,342625,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573629,INFLCLIN,IT,2022-W12,STL,ILIcases,total,7530,1474488,-
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ARIcases,total,0,0,-
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,0-4,1330,81342,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,5-14,1548,193103,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,15-64,3904,822006,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,65+,770,331405,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573630,INFLCLIN,IT,2022-W13,STL,ILIcases,total,7552,1427856,-
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ARIcases,total,0,0,-
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,0-4,1066,75810,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,5-14,1290,180586,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,15-64,3241,796893,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,65+,667,321941,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573631,INFLCLIN,IT,2022-W14,STL,ILIcases,total,6264,1375230,-
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ARIcases,total,0,0,-
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,0-4,961,72974,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,5-14,996,173201,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,15-64,2603,755278,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,65+,580,305480,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573632,INFLCLIN,IT,2022-W15,STL,ILIcases,total,5140,1306933,-
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ARIcases,total,0,0,-
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,0-4,745,69615,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,5-14,774,164636,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,15-64,2387,693638,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,65+,490,280684,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573633,INFLCLIN,IT,2022-W16,STL,ILIcases,total,4396,1208573,-
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,0-4,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,5-14,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,15-64,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,65+,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,unk,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ARIcases,total,0,0,-
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,0-4,529,58571,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,5-14,544,138524,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,15-64,1451,574073,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,65+,307,230425,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,unk,0,0,2022-05-09 10:31:00
452573634,INFLCLIN,IT,2022-W17,STL,ILIcases,total,2831,1001593,-
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,0-4,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,5-14,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,15-64,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,65+,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,unk,21127,2783463,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ARIcases,total,21127,2783463,-
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,0-4,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,5-14,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,15-64,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,65+,0,0,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,unk,7,2783463,2021-10-13 09:03:00
304658287,INFLCLIN,LT,2021-W40,STL,ILIcases,total,7,2783463,-
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,0-4,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,5-14,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,15-64,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,65+,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,unk,20150,2783463,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ARIcases,total,20150,2783463,-
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,0-4,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,5-14,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,15-64,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,65+,0,0,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,unk,7,2783463,2022-06-14 12:17:00
483800427,INFLCLIN,LT,2021-W41,STL,ILIcases,total,7,2783463,-
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,0-4,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,5-14,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,15-64,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,65+,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,unk,19453,2783463,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ARIcases,total,19453,2783463,-
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,0-4,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,5-14,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,15-64,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,65+,0,0,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,unk,8,2783463,2022-06-14 12:25:00
483803664,INFLCLIN,LT,2021-W42,STL,ILIcases,total,8,2783463,-
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,0-4,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,5-14,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,15-64,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,65+,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,unk,19345,2783463,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ARIcases,total,19345,2783463,-
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,0-4,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,5-14,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,15-64,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,65+,0,0,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,unk,4,2783463,2022-06-14 12:28:00
483803667,INFLCLIN,LT,2021-W43,STL,ILIcases,total,4,2783463,-
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,0-4,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,5-14,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,15-64,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,65+,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,unk,12463,2783463,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ARIcases,total,12463,2783463,-
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,0-4,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,5-14,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,15-64,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,65+,0,0,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,unk,2,2783463,2021-11-08 11:04:00
313667669,INFLCLIN,LT,2021-W44,STL,ILIcases,total,2,2783463,-
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,0-4,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,5-14,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,15-64,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,65+,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,unk,14681,2783463,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ARIcases,total,14681,2783463,-
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,0-4,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,5-14,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,15-64,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,65+,0,0,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,unk,6,2783463,2021-11-15 12:22:00
316835922,INFLCLIN,LT,2021-W45,STL,ILIcases,total,6,2783463,-
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,0-4,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,5-14,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,15-64,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,65+,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,unk,14771,2783463,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ARIcases,total,14771,2783463,-
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,0-4,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,5-14,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,15-64,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,65+,0,0,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,unk,8,2783463,2021-11-22 12:27:00
319710518,INFLCLIN,LT,2021-W46,STL,ILIcases,total,8,2783463,-
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,0-4,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,5-14,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,15-64,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,65+,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,unk,16389,2783463,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ARIcases,total,16389,2783463,-
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,0-4,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,5-14,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,15-64,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,65+,0,0,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,unk,9,2783463,2021-11-29 11:29:00
321867076,INFLCLIN,LT,2021-W47,STL,ILIcases,total,9,2783463,-
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,0-4,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,5-14,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,15-64,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,65+,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,unk,17176,2783463,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ARIcases,total,17176,2783463,-
325033110,INFLCLIN,LT,2021-W48,STL,ILIcases,0-4,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ILIcases,5-14,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ILIcases,15-64,0,0,2021-12-06 11:56:00
325033110,INFLCLIN,LT,2021-W48,STL,ILIcases,65+,0,0,2021-12-06 11:56:00
